
9.7,	12.50,4.00,15.80
9.8,	12.70,4.10,15.88
9.9,	12.90,4.20,15.96
10.0,	13.10,4.30,16.04
10.1,	13.30,4.40,16.12
10.2,	13.50,4.50,16.20
10.3,	13.60,4.60,16.28
10.4,	13.70,4.70,16.36
10.5,	13.80,4.80,16.44
10.6,	13.90,4.90,16.52
10.7,	14.00,5.00,16.60
10.8,	14.10,5.10,16.68
10.9,	14.20,5.20,16.76
11.0,	14.30,5.30,16.84
11.1,	14.40,5.40,16.92
11.2,	14.50,5.50,17.00
11.3,	14.60,5.60,17.08
11.4,	14.70,5.70,17.16
11.5,	14.80,5.80,17.24
11.6,	14.89,5.89,17.32
11.7,	14.99,5.99,17.40
11.8,	15.09,6.09,17.48
11.9,	15.19,6.19,17.56
12.0,	15.29,6.29,17.64
12.1,	15.39,6.39,17.72
12.2,	15.49,6.49,17.80
12.3,	15.59,6.59,17.88
12.4,	15.68,6.68,17.96
12.5,	15.78,6.68,18.04
12.6,	15.88,6.68,18.12
12.7,	15.98,6.68,18.20
12.8,	16.08,6.68,18.28
12.9,	16.18,6.68,18.36
13.0,	16.27,6.68,18.44
13.1,	16.37,6.68,18.52
13.2,	16.47,6.68,18.60
13.3,	16.57,6.59,18.68
13.4,	16.67,6.49,18.76
13.5,	16.76,6.39,18.84
13.6,	16.86,6.29,18.92
13.7,	16.96,6.20,19.00
13.8,	17.06,6.10,19.08
13.9,	17.15,6.00,19.16
14.0,	17.25,5.81,19.24
14.1,	17.35,5.61,19.32
14.2,	17.44,5.42,19.40
14.3,	17.54,5.23,19.48
14.4,	17.64,5.03,19.56
14.5,	17.73,4.84,19.64
14.6,	17.83,4.65,19.72
14.7,	17.93,4.45,19.80
14.8,	18.02,4.26,19.88
14.9,	18.12,4.07,19.96
15.0,	18.22,3.87,20.04
15.1,	18.22,3.68,20.12
15.2,	18.22,3.48,20.20
15.3,	18.22,3.29,20.28
15.4,	18.22,3.10,20.36
15.5,	18.22,2.90,20.44
15.6,	18.22,2.71,20.52
15.7,	18.22,2.52,20.60
15.8,	18.22,2.32,20.68
15.9,	18.22,2.13,20.76
16.0,	18.22,1.94,20.84
16.1,	18.22,1.74,20.92
16.2,	18.22,1.55,21.00
16.3,	18.22,1.35,21.08
16.4,	18.22,1.16,21.16
16.5,	18.22,0.97,21.24
16.6,	18.22,0.77,21.32
16.7,	18.22,0.58,21.40
16.8,	18.22,0.39,21.48
16.9,	18.22,0.20,21.56
17.0,	18.22,0.00,21.64
17.1,	18.22,-0.19,21.72
17.2,	18.22,-0.38,21.80
17.3,	18.22,-0.57,21.88
17.4,	18.22,-0.76,21.96
17.5,	18.22,-1.05,22.04
17.6,	18.22,-1.34,22.12
17.7,	18.22,-1.63,22.20
17.8,	18.22,-1.92,22.28
17.9,	18.22,-2.20,22.36
18.0,	18.22,-2.49,22.44
18.1,	18.22,-2.78,22.52
18.2,	18.22,-3.07,22.60
18.3,	18.22,-3.36,22.68
18.4,	18.22,-3.55,22.76
18.5,	18.22,-3.74,22.84
18.6,	18.22,-3.93,22.92
18.7,	18.22,-4.12,23.00
18.8,	18.22,-4.32,23.08
18.9,	18.22,-4.51,23.16
19.0,	18.22,-4.70,23.24
19.1,	18.22,-4.89,23.32
19.2,	18.22,-5.08,23.40
19.3,	18.22,-5.28,23.48
19.4,	18.22,-5.47,23.56
19.5,	18.22,-5.66,23.64
19.6,	18.22,-5.85,23.72
19.7,	18.22,-6.04,23.80
19.8,	18.22,-6.24,23.88
19.9,	18.22,-6.43,23.96
20.0,	18.22,-6.62,24.04
20.1,	18.22,-6.81,24.12
20.2,	18.22,-7.00,24.20
20.3,	18.22,-7.20,24.28
20.4,	18.22,-7.20,24.08
20.5,	18.22,-7.20,23.88
20.6,	18.22,-7.20,23.68
20.7,	18.22,-7.20,23.48
20.8,	18.22,-7.20,23.28
20.9,	18.22,-7.20,23.08
21.0,	18.22,-7.20,22.88
21.1,	18.22,-7.20,22.68
21.2,	18.22,-7.20,22.48
21.3,	18.22,-7.20,22.28
21.4,	18.22,-7.20,22.08
21.5,	18.22,-7.20,21.88
21.6,	18.22,-7.20,21.68
21.7,	18.22,-7.20,21.48
21.8,	18.22,-7.20,21.28
21.9,	18.22,-7.20,21.08
22.0,	18.22,-7.20,20.88
22.1,	18.22,-7.20,20.68
22.2,	18.22,-7.20,20.48
22.3,	18.22,-7.20,20.28
22.4,	18.22,-7.20,20.08
22.5,	18.22,-7.20,19.88
22.6,	18.22,-7.20,19.68
22.7,	18.22,-7.20,19.48
22.8,	18.22,-7.20,19.28
22.9,	18.22,-7.20,19.08
23.0,	18.22,-7.20,18.88
23.1,	18.22,-7.20,18.68
23.2,	18.22,-7.20,18.48
23.3,	18.22,-7.20,18.28
23.4,	18.22,-7.20,18.08
23.5,	18.22,-7.20,17.88
23.6,	18.22,-7.20,17.68
23.7,	18.22,-7.20,17.48
23.8,	18.22,-7.20,17.28
23.9,	18.22,-7.20,17.08
24.0,	18.22,-7.20,16.88
24.1,	18.22,-7.20,16.68
24.2,	18.22,-7.20,16.48
24.3,	18.22,-7.20,16.28
24.4,	18.22,-7.20,16.08
24.5,	18.22,-7.20,15.88
24.6,	18.22,-7.20,15.68
24.7,	18.22,-7.20,15.48
24.8,	18.22,-7.20,15.28
24.9,	18.22,-7.20,15.08
25.0,	18.22,-7.20,14.88
25.1,	18.22,-7.20,14.68
25.2,	18.22,-7.20,14.48
25.3,	18.22,-7.20,14.28
25.4,	18.22,-7.20,14.08
25.5,	18.22,-7.20,13.88
25.6,	18.22,-7.20,13.68
25.7,	18.22,-7.20,13.48
25.8,	18.22,-7.20,13.28
25.9,	18.22,-7.20,13.08
26.0,	18.22,-7.20,12.88
26.1,	18.22,-7.20,12.68
26.2,	18.22,-7.20,12.48
26.3,	18.22,-7.20,12.28
26.4,	18.22,-7.20,12.08
26.5,	18.22,-7.20,11.88
26.6,	18.22,-7.20,11.68
26.7,	18.22,-7.20,11.48
26.8,	18.22,-7.20,11.28
26.9,	18.22,-7.20,11.08
27.0,	18.22,-7.20,10.88
27.1,	18.22,-7.20,10.68
27.2,	18.22,-7.20,10.48
27.3,	18.22,-7.20,10.28
27.4,	18.22,-7.20,10.08
27.5,	18.22,-7.20,9.88
27.6,	18.22,-7.20,9.68
27.7,	18.22,-7.20,9.48
27.8,	18.22,-7.20,9.28
27.9,	18.22,-7.20,9.08
28.0,	18.22,-7.20,8.88
28.1,	18.22,-7.20,8.68
28.2,	18.22,-7.20,8.48
28.3,	18.22,-7.20,8.28
28.4,	18.22,-7.20,8.08
28.5,	18.22,-7.20,7.88
28.6,	18.22,-7.20,7.68
28.7,	18.22,-7.20,7.48
28.8,	18.22,-7.20,7.28
28.9,	18.22,-7.20,7.08
29.0,	18.22,-7.20,6.88
29.1,	18.22,-7.20,6.68
29.2,	18.22,-7.20,6.48
29.3,	18.22,-7.20,6.28
29.4,	18.22,-7.20,6.08
29.5,	18.22,-7.20,5.88
29.6,	18.22,-7.20,5.68
29.7,	18.22,-7.20,5.48
29.8,	18.22,-7.20,5.28
29.9,	18.22,-7.20,5.08
30.0,	18.22,-7.20,4.88
30.1,	18.22,-7.20,4.68
30.2,	18.22,-7.20,4.48
30.3,	18.22,-7.20,4.28
30.4,	18.22,-7.20,4.08
30.5,	18.22,-7.20,3.88
30.6,	18.22,-7.20,3.68
30.7,	18.22,-7.20,3.48
30.8,	18.22,-7.20,3.28
30.9,	18.22,-7.20,3.08
31.0,	18.22,-7.20,2.88
31.1,	18.22,-7.20,2.68
31.2,	18.22,-7.20,2.48
31.3,	18.22,-7.20,2.28
31.4,	18.22,-7.20,2.08
31.5,	18.22,-7.20,1.88
31.6,	18.22,-7.20,1.68
31.7,	18.22,-7.20,1.48
31.8,	18.22,-7.20,1.28
31.9,	18.22,-7.20,1.08
32.0,	18.22,-7.20,0.88
32.1,	18.22,-7.20,0.68
32.2,	18.22,-7.20,0.48
32.3,	18.22,-7.20,0.28
32.4,	18.22,-7.20,0.08
32.5,	18.22,-7.20,-0.1232.6,	27.50,6.50,-0.20
