
6.6,	0.50,7.50,10.20.
6.7,	0.50,7.00,10.20.
6.8,	0.50,6.50,10.20.
6.9,	0.50,6.00,10.20.
7.0,	0.50,5.50,10.20.
7.1,	-0.00,5.50,10.20.
7.2,	-0.50,5.50,10.20.
7.3,	-1.00,5.50,10.20.
7.4,	-1.50,5.50,10.20.
7.5,	-2.00,5.50,10.20.
7.6,	-2.50,5.50,10.20.
7.7,	-3.00,5.50,10.20.
7.8,	-3.50,5.50,10.20.
7.9,	-4.00,5.50,10.20.
8.0,	-4.50,5.50,10.20.
8.1,	-4.50,5.00,10.20.
8.2,	-4.50,4.50,10.20.
8.3,	-4.50,4.00,10.20.
8.4,	-4.50,3.50,10.20.
8.5,	-4.50,3.00,10.20.
8.6,	-4.50,2.50,10.20.
8.7,	-4.50,2.00,10.20.
8.8,	-4.50,1.50,10.20.
8.9,	-4.50,1.00,10.20.
9.0,	-4.50,0.50,10.20.
9.1,	-4.50,1.00,10.20.
9.2,	-4.50,1.50,10.20.
9.3,	-4.50,2.00,10.20.
9.4,	-4.50,2.50,10.20.
9.5,	-4.50,3.00,10.20.
9.6,	-4.50,3.50,10.20.
9.7,	-4.50,4.00,10.20.
9.8,	-4.50,4.50,10.20.
9.9,	-4.50,5.00,10.20.
10.0,	-4.50,5.50,10.20.
10.1,	-4.50,6.00,10.20.
10.2,	-4.50,6.50,10.20.
10.3,	-4.50,7.00,10.20.
10.4,	-4.50,7.50,10.20.
10.5,	-4.50,8.00,10.20.
10.6,	-4.50,8.50,10.20.
10.7,	-4.50,9.00,10.20.
10.8,	-4.50,9.50,10.20.
10.9,	-4.50,10.00,10.20.
11.0,	-4.00,10.00,10.20.
11.1,	-3.50,10.00,10.20.
11.2,	-3.00,10.00,10.20.
11.3,	-2.50,10.00,10.20.
11.4,	-2.00,10.00,10.20.
11.5,	-1.50,10.00,10.20.
11.6,	-1.00,10.00,10.20.
11.7,	-0.50,10.00,10.20.
11.8,	0.00,10.00,10.20.
11.9,	0.50,10.00,10.20.
12.0,	1.00,10.00,10.20.
12.1,	1.50,10.00,10.20.
12.2,	2.00,10.00,10.20.
12.3,	2.50,10.00,10.20.
12.4,	3.00,10.00,10.20.
12.5,	3.50,10.00,10.20.
12.6,	4.00,10.00,10.20.
12.7,	4.50,10.00,10.20.
12.8,	5.00,10.00,10.20.
12.9,	5.50,10.00,10.20.
13.0,	5.50,10.25,10.30.
13.1,	5.50,10.50,10.40.
13.2,	5.50,10.75,10.50.
13.3,	5.50,11.00,10.60.
13.4,	5.50,11.25,10.70.
13.5,	5.50,11.50,10.80.
13.6,	5.50,11.75,10.90.
13.7,	5.50,12.00,11.00.
13.8,	5.50,12.25,11.10.
13.9,	5.50,12.50,11.20.
14.0,	5.75,12.50,11.20.
14.1,	6.00,12.50,11.20.
14.2,	6.25,12.50,11.20.
14.3,	6.50,12.50,11.20.
14.4,	6.75,12.50,11.20.
14.5,	7.00,12.50,11.20.
14.6,	7.25,12.50,11.20.
14.7,	7.50,12.50,11.20.
14.8,	7.75,12.50,11.20.
14.9,	8.00,12.50,11.20.
15.0,	7.50,12.50,11.10.
15.1,	7.00,12.50,11.00.
15.2,	6.50,12.50,10.90.
15.3,	6.00,12.50,10.80.
15.4,	5.50,12.50,10.70.
15.5,	5.00,12.50,10.60.
15.6,	4.50,12.50,10.50.
15.7,	4.00,12.50,10.40.
15.8,	3.50,12.50,10.30.
15.9,	3.00,12.50,10.20.
16.0,	3.00,12.50,10.20.
16.1,	3.00,12.50,10.00.
16.2,	3.00,12.50,9.80.
16.3,	3.00,12.50,9.60.
16.4,	3.00,12.50,9.40.
16.5,	3.00,12.50,9.20.
16.6,	3.00,12.50,9.00.
16.7,	3.00,12.50,8.80.
16.8,	3.00,12.50,8.60.
16.9,	3.00,12.50,8.40.
17.0,	3.00,12.50,8.20.
17.1,	3.00,12.50,8.00.
17.2,	3.00,12.50,7.80.
17.3,	3.00,12.50,7.60.
17.4,	3.00,12.50,7.40.
17.5,	3.00,12.50,7.20.
17.6,	3.00,12.50,7.00.
17.7,	3.00,12.50,6.80.
17.8,	3.00,12.50,6.60.
17.9,	3.00,12.50,6.40.
18.0,	3.00,12.50,6.20.
18.1,	3.00,12.50,6.00.
18.2,	3.00,12.50,5.80.
18.3,	3.00,12.50,5.60.
18.4,	3.00,12.50,5.40.
18.5,	3.00,12.50,5.20.
18.6,	3.00,12.50,5.00.
18.7,	3.00,12.50,4.80.
18.8,	3.00,12.50,4.60.
18.9,	3.00,12.50,4.40.
19.0,	3.00,12.50,4.20.
19.1,	3.00,12.50,4.00.
19.2,	3.00,12.50,3.80.
19.3,	3.00,12.50,3.60.
19.4,	3.00,12.50,3.40.
19.5,	3.00,12.50,3.20.
19.6,	3.00,12.50,3.00.
19.7,	3.00,12.50,2.80.
19.8,	3.00,12.50,2.60.
19.9,	3.00,12.50,2.40.
20.0,	3.00,12.50,2.20.
20.1,	3.00,12.50,2.00.
20.2,	3.00,12.50,1.80.
20.3,	3.00,12.50,1.60.
20.4,	3.00,12.50,1.40.
20.5,	3.00,12.50,1.20.
20.6,	3.00,12.50,1.00.
20.7,	3.00,12.50,0.80.
20.8,	3.00,12.50,0.60.
20.9,	3.00,12.50,0.40.
21.0,	3.00,12.50,0.20.
21.1,	3.00,12.50,0.00.
21.2,	3.00,12.50,-0.20.
